text,label
ALTERATIONS AND ADDITIONS TO THE PREMISES,none
The tenant agrees:,none
"not attach any fixture or renovate, alter, or add to the residential premises without the landlord’s written permission; and",none
"not to remove, without the landlord’s written permission, any fixture attached by the tenant; and",none
to notify the landlord of any damaged caused by removing any fixture attached by the tenant; and,none
"to repair any damage caused by removing the fixture or compensate the landlord for the cost of repair, if the landlord asks.",none
LOCKS AND SECURITY DEVICES,none
The landlord agrees:,none
to provide and maintain locks or other security devices necessary to keep the residential premises reasonably secure; and,none
"not to alter, remove or add any lock or other security device without reasonable excuse; and",none
"to give the tenant a copy of the key or opening device or information to open any lock or security device which is added or altered.', 'Lost",none
"key(s) caused by the tenant, may be replaced by the owner at a cost of P150/key.', 'Key(s) are to be returned by the tenant to the owner at the end of the agreement.",none
The tenant agree:,none
"not to alter, remove or add any lock or other security device without reasonable excuse; and",none
"to give landlord a copy of the key or opening device or information to open any lock or security device which is altered or added, except where the landlord agrees not to given a copy.",none
Number of people in the Room,none
A maximum of four (4) people at any one time is allowed to stay in the rented Room.,none
Behavior of visitors,none
An occupier of a room must take all reasonable steps to ensure that their visitors or invited guests do not behave in a manner likely to interfere with the peaceful enjoyment of the owner.,none
Storage of inflammable liquids and other substances and materials.,none
"An occupier must not use or store on property any inflammable chemical, liquid or gas or other inflammable material.",none
"This by-law does not apply to chemicals, liquids, gases or other material used or intended to be used for domestic purposes, or any chemical, liquid, gas or other material in a fuel tank of a motor vehicle or internal combustion engine.",none
"Garbage disposal.', 'An occupier",none
Must maintain the room in a clean and tidy condition,none
"Must ensure that before refuse is placed in the receptacle it is securely wrapped or, in the case of tins or other containers, completely drained and",none
"For the purpose of having the garbage collected, must place the receptacle within an area designated for that purpose by the owners corporation and at a time not more than 12 hours before the time at which garbage is normally collected.",none
Garbage Collection Fee,none
HOW TO END A CONTINUING AGREEMENT,none
"* A fixed term agreement may be ended for the following reasons, provided that at least 14 days notice is given:",arg_notice
if the tenant breaks one of the agreement’s term;,none
if the tenant is more than 2 months arrears of rent;,none
if the landlord breaks one of the agreement’s terms;,none
"if the landlord or tenant wants to end the tenancy at the end of a fixed term agreement (in which case notice can be given until the final day of the fixed term period, otherwise the agreement becomes a continuing agreement).",none
RENT INCREASES,none
The landlord cannot increase the rent during the fixed term.,none
"After the agreement fixed term ended and the tenant wishes to continue the rent.', 'The landlord and the tenant agree an additional seven (7) percent of the previous contract amount which will be integrated to the new Rental Agreement.",none
SCHEDULE OF RENT PAYMENTS,none
17-Sep-14,none
17-Oct-14,none
17-Nov-14,none
17-Dec-14,none
SPECIAL CONDITIONS,none
It is agreed between the Landlord and the Tenant that the Managing Agent/Landlord has the right to enter the leased premises to carry out periodic inspections of the property anytime with proper notice.,none
The tenant(s) agrees to supply their telephone number to the Managing Agent/Landlord and inform the landlord/agent immediately of any changes.,none
The tenant(s) cannot keep pets in the premises.,none
"The tenant agrees that special care will be taken to ensure that the walls are kept free of marks.', 'The tenant agrees that no decorating and/or painting occur within the premises unless permission is given by the landlord.",none
"The tenant(s) agree that if the rent is paid by check and it is dishonored, then the tenant will compensate the agent for the dishonor fee and then the Managing Agent/Landlord has the right not to accept further check payments from the tenant.",none
"I HAVE READ, UNDERSTOOD AND CONCUR WITH THE CONTENTS AND STIPULATIONS OF THIS RENTAL AGREEMNT.",none
LANDLORDS AGENT:,none
CATHERINE CABOCHAN\tMICHAEL DELA CRUZ,none
TENANT REQUIREMENT:,none
"Photo Copy of Two Governments Valid I.D.', 'NBI / Police Clearance",none
RENTAL AGREEMENT,none
This rental agreement is made and executed on this on the 27th day January 2010 by and between:,arg_on
"SRI.N.VIJAY KUMAR,",arg_det
"Aged about 51 years ,",none
"No .9.18th Main,5th Cross,",none
"BTM 1st Stage, Thavarekere post,",none
Banaglore-566029.,none
"""Hereinafter called the 'LESSO R/O W N E R' of the one part, and""",arg_det
"SHRI.DURGA SHANKAR GUPTA,\tworking at",arg_det
TVS COMPNAY LIMITED,arg_det
"Permanent Address:\tP.B NO 4,HARITA,",none
"HOSUR-635 109,",none
"3/230 ,vidhichanda\tTAMIL NADU",none
",INDIA.",none
Auraiya uttar Pradesh Pin-206122,none
"""Hereinafter called the 'LESSE E/T E N A N T' of the other part.""",none
"Whereas the terms the lessor and lessee shall mean and include their respective heirs ,legal representatives and assigns.",none
Whereas the lessor in the sole and absolute owner of the schedule property described hereunder and whereas the lessor is intend to let out the said house to the lessee on the rental basis for a monthly rent of Rs 9 500/-( Rupees nine thousand five hundred only),arg_val
And whereas lessee is willing to take the below house and agreeing to pay the rent to the lessor regularly .if the tenant vacate with in 11 month he has to pay one month rent to owner.,none
This lease executed for the period of 11 month from the date of\tbut it,none
may extended by mutual consent of the of the lessor and lessee .The rent will be enhanced by 5 % once in 11 month on the existing rent.,arg_till
"Whereas the lessee has to paid a sum of Rs.', 'Advance to the lessor",none
"before the following witness and acknowledge the receipt of the same, this amount will be refunded to the lessee by the lessor at the time of vacating the house and this amount will not carry any interest.",none
Whereas the lessee shall not sub-let/under -let the said house to any person without written permission from the lessor .on case the lessee does not pay the said rent to the lessor continuously three months the lessor is at liberty to evict the lessee from the premise.,none
Whereas the lessee hereby agree to pay the electricity charges separate to the concerned authority without arrears at the time of vacating the premises the same will be deducted from the advance amount.,none
Whereas the lessee hereby agreed to pay the said rent to lessor on or before 5th of every English calendar month.,none
Whereas either party should give 1 month prior notice for termination of this lease.,arg_notice
Whereas the lessee shall use the schedule house for residential purpose only.,none
Not for any purpose.,none
"Whereas the lessee hereby agreed to keep the premises/fittings in good and tenantable condition without damages ,if any damages caused by lessee, the same will replaced by the lessee or the the said amount will be deducted from the advance.",none
Whereas the lessee shall not make any additional alteration to the schedule premises.,none
Whereas the lessee shall not allow the lessor or his legal representative in the schedule premises under the lease for inspection schedule premises at all reasonable times.,none
Whereas as the lessee shall not store and keep any highly inflammable explosive materials endangering life and property in the schedule property and neighbourhood.,none
Whereas at the time of the vacating the leased portion of the lessee shall not ask or demand any compensation from the lessor at any cost and shall hand over the vacant possession of the house to the lessor party only.,none
"Whereas the lessee hereby agreed to re-paint the schedule premises at the time of vacating ,if fails to do so, paint charges will be deducted by the lessor from the advance amount.",none
"All the piece and parcels of the property bearing ground floor, premises situated at No.9 18th Main, 5th Cross, BTM 1st Stage, Thavaerekere post, Bangalore- 560029.",none
"Consisting of: one hall, kitchen one bedroom,",none
Fittings:,none
IN WITNESS WHEREOF the above named parties lessor and lessee have,none
"Affixed their signature to this rental agreement made on the day, month and year first written at Bangalore.",none
WITNESSES:,none
1,none
LESSOR,none
LESSEE,none
RENTAL AGREEMENT,none
"THIS AGREEMENT made this 27TH Day of MARCH 2016 by and betw een RC AND PAUL PAULINO, herein called “Landlord,”",arg_on
